factor,orig_mean,orig_sharpe,orig_tstat,orig_ar1,SB_mean_ci_lower,SB_mean_ci_upper,SB_mean_ci_width,SB_sharpe_ci_lower,SB_sharpe_ci_upper,SB_sharpe_ci_width,SB_tstat_ci_lower,SB_tstat_ci_upper,SB_tstat_ci_width,CBB_mean_ci_lower,CBB_mean_ci_upper,CBB_mean_ci_width,CBB_sharpe_ci_lower,CBB_sharpe_ci_upper,CBB_sharpe_ci_width,CBB_tstat_ci_lower,CBB_tstat_ci_upper,CBB_tstat_ci_width,MBB_mean_ci_lower,MBB_mean_ci_upper,MBB_mean_ci_width,MBB_sharpe_ci_lower,MBB_sharpe_ci_upper,MBB_sharpe_ci_width,MBB_tstat_ci_lower,MBB_tstat_ci_upper,MBB_tstat_ci_width
expected_shortfall_252,0.004485575955419192,0.052129941702443894,0.8025302516356296,-0.06572282785729912,-0.004496270352732992,0.014103454578175209,0.018599724930908203,-0.054634751729797405,0.17891749682376196,0.23355224855355936,-0.8410913118613546,2.7543998527291502,3.5954911645905048,-0.004532903934114869,0.013201594696060451,0.01773449863017532,-0.05336472717515964,0.15990105093312093,0.21326577810828057,-0.8215395323632184,2.461645389412418,3.2831849217756366,-0.005518122468334367,0.012279783971875262,0.017797906440209628,-0.06348954658996181,0.14545677493324266,0.20894632152320447,-0.9774091460126343,2.239278586874188,3.216687732886822
firm_age,0.004138864295880917,0.08123155831352467,1.2505439447105902,-0.02815093244554034,-0.0014018184613965527,0.010003656328225757,0.011405474789622309,-0.03178270349300166,0.17849976310819218,0.21028246660119385,-0.48928850098260257,2.7479689239207805,3.237257424903383,-0.0014922893954266536,0.009567157146238493,0.011059446541665147,-0.03186421291153055,0.17615065227445537,0.20801486518598591,-0.49054332253095645,2.7118048223133084,3.2023481448442648,-0.0009042918825503288,0.009610003955442837,0.010514295837993166,-0.017760019990309305,0.17289148291980014,0.19065150291010943,-0.27341203244063,2.661630547858058,2.9350425802986884
long_term_reversal_756,0.0074976779375053575,0.11667313814928666,1.796160131014994,0.002150888447495331,0.0013096890530518164,0.013372230215350228,0.012062541162298412,0.02053673690127363,0.21070262909229606,0.19016589219102242,0.31615904593235306,3.2437257442358085,2.9275666983034556,0.0010842471293653559,0.013313573537793331,0.012229326408427976,0.018856210755090842,0.21465404581977776,0.19579783506468693,0.29028767476001394,3.304557031535607,3.014269356775593,0.002994780336875181,0.014216598671800163,0.011221818334924982,0.04723910280368943,0.22633502598872737,0.17909592318503795,0.7272367438367761,3.4843834354830037,2.7571466916462275
momentum_acceleration_252_21,0.005519186735844914,0.09682140579256117,1.4905465960031332,0.04126062627418679,-0.0014414897999095347,0.01329443655730652,0.014735926357216055,-0.030211857996836976,0.22461459279447712,0.2548264507913141,-0.4651056419548005,3.4578977031147438,3.923003345069544,-0.0017491569342293596,0.013820251951288668,0.015569408885518027,-0.03524579671565001,0.22933284621536051,0.2645786429310105,-0.5426021434814454,3.530534291253584,4.07313643473503,-0.0016306109888769731,0.01418091281862072,0.015811523807497695,-0.027671533228809365,0.23249529347613385,0.26016682670494323,-0.4259978392459813,3.579219548000263,4.005217387246244
net_cash_flow_to_asset_yoy_chg,0.004233838034344092,0.12482221986905723,1.9216136494650284,0.05976089404496451,-0.00015788988844255388,0.008914916935550073,0.009072806823992627,-0.0049203491312188215,0.2463578423414237,0.2512781914726425,-0.0757478120530312,3.792630775134835,3.868378587187866,0.00025983203276008044,0.00844510442654801,0.00818527239378793,0.007724349424520264,0.23870345905840704,0.23097910963388676,0.1189148478769767,3.674793042315216,3.555878194438239,-0.0001158301732763812,0.00894595007728997,0.009061780250566353,-0.003401904250327159,0.24280009191674304,0.2462019961670702,-0.05237165024351797,3.737859903533383,3.790231553776901
net_operating_asset_to_asset_yoy_chg,0.0011873740393343502,0.03349501498132195,0.51564920127734,-0.05027289711099882,-0.0025334182763598737,0.005072380131557989,0.007605798407917863,-0.07864536751913755,0.13268180089799636,0.2113271684171339,-1.2107300435011066,2.0426103614296887,3.2533404049307952,-0.0027617548485197535,0.0052134978162128994,0.007975252664732653,-0.0830619823070192,0.14066831707652847,0.22373029938354766,-1.278722963910034,2.1655612151834527,3.4442841790934864,-0.003052918740882879,0.005075405252336751,0.00812832399321963,-0.0872596589573885,0.13072287025853435,0.21798252921592287,-1.343345374534137,2.012453007561969,3.355798382096106
retained_earnings_to_total_mktcap_mrq,0.0043265787997753165,0.05957366886288909,0.9171249746698009,0.07042693950751396,-0.004425648557460673,0.013298321865545979,0.017723970423006653,-0.06224909277395622,0.18995809774496458,0.2522071905189208,-0.958312602249289,2.9243677434679567,3.8826803457172456,-0.004036528585671963,0.012990015950403175,0.01702654453607514,-0.058522299479221704,0.18806313974619154,0.24658543922541326,-0.9009393487419473,2.895195235885371,3.7961345846273185,-0.005778904129454064,0.011435547484759181,0.017214451614213245,-0.0820017144266152,0.16529709976773735,0.24729881419435257,-1.2624003473661929,2.5447165053135485,3.8071168526797416
revenue_to_net_operating_asset_ttm,0.0025485988941653295,0.052326292142614514,0.8055530282398765,0.05946122685435481,-0.0019817418227892243,0.007043838942164331,0.009025580764953555,-0.04277839213261071,0.14298839336553398,0.18576678549814468,-0.6585649759347852,2.201278335656314,2.8598433115910993,-0.001992137491950263,0.007589949077488414,0.009582086569438677,-0.03943235240137589,0.1572886854575217,0.19672103785889758,-0.6070533490310318,2.4214285341075796,3.0284818831386113,-0.0015975518446404084,0.007960133208984884,0.009557685053625293,-0.03416330491067982,0.1681112334302038,0.2022745383408836,-0.5259373939677221,2.588039542372875,3.113976936340597
revenue_to_net_operating_asset_yoy_chg,0.002309955290505321,0.06945732440724808,1.0692819177250905,0.019546273425898732,-0.0017770662669248233,0.006008955721443395,0.007786021988368219,-0.04748888584591649,0.21951032395597198,0.26699920980188846,-0.7310821048939015,3.379318483157753,4.110400588051655,-0.0014200944620020497,0.005984753494328603,0.007404847956330653,-0.041041617579932965,0.2003569137671544,0.24139853134708736,-0.6318276715512376,3.0844554812719944,3.716283152823232,-0.001838801932821824,0.005845871653112972,0.007684673585934796,-0.047253909190542974,0.19308741828262174,0.24034132747316472,-0.7274646852650479,2.9725430207945527,3.7000077060596004
similar_stock_momentum_21,0.004560986206549362,0.06618592010299648,1.0189192886149596,-0.12253474314649052,-0.0021823622697702133,0.010937692618228837,0.01312005488799905,-0.030048626520447545,0.17571565428857042,0.20576428080901796,-0.46259272531719126,2.7051081134417365,3.1677008387589276,-0.002457496724958764,0.011849012239265254,0.014306508964224019,-0.03305963129624288,0.18144067674484915,0.21450030804109205,-0.5089465546421497,2.7932437138742543,3.302190268516404,-0.0030469707273265497,0.010868238307663985,0.013915209034990534,-0.04262918047580134,0.16356629756514537,0.2061954780409467,-0.6562678916761895,2.5180711440908925,3.174339035767082
systematic_volatility_risk_252,0.0023013110577918246,0.03549347549005482,0.5464151097472141,-0.05612477163283021,-0.004121534177801641,0.008491510585417469,0.01261304476321911,-0.06680777860773815,0.1270441198634358,0.19385189847117396,-1.0284926786091535,1.955819365093409,2.9843120437025625,-0.0036301131090906535,0.008026842531938078,0.011656955641028732,-0.05931284754590677,0.1186940559127362,0.17800690345864298,-0.9131096815328065,1.8272717645267582,2.7403814460595646,-0.004670277384265848,0.006727143066419568,0.011397420450685416,-0.0746638626874579,0.10196833124607767,0.17663219393353558,-1.1494355557248703,1.5697825062011066,2.719218061925977
tail_beta_252,0.007048264250928277,0.11470209249875911,1.7658162689226056,-0.0871852047654432,0.001206315535424305,0.014135072139821753,0.012928756604397448,0.0193746088625948,0.2229735767700164,0.2035989679074216,0.29826831218403543,3.4326345825349094,3.134366270350874,0.000454483881442919,0.0131855043985101,0.012731020517067182,0.007919434756773152,0.21656626211505733,0.2086468273582842,0.12191814839238838,3.333995227215778,3.2120770788233894,-0.0002817497279622549,0.013725124866496725,0.01400687459445898,-0.004990821390601639,0.21018523508291415,0.2151760564735158,-0.076832718696101,3.235760564705892,3.3125932834019927
tail_risk_756,0.003328981455346713,0.049730023071977915,0.7655839739396658,-0.019224747743885454,-0.004315862902554154,0.011609459188438294,0.01592532209099245,-0.05985979403893038,0.1849076856338147,0.2447674796727451,-0.9215298157655074,2.846617637289827,3.7681474530553345,-0.004625938634402928,0.011539721596256297,0.016165660230659226,-0.06704885650253843,0.18204298060418614,0.24909183710672456,-1.0322040256250815,2.8025160639289286,3.8347200895540103,-0.005782069943298199,0.010809823708717593,0.016591893652015792,-0.0762040919630756,0.16396707012242698,0.24017116208550257,-1.1731470840283844,2.5242409591864035,3.697388043214788
total_asset_to_total_mktcap_mrq,0.0025219419627061567,0.03341762732444458,0.514457833443058,-0.049584611644365506,-0.006269661579695707,0.011938977947394592,0.0182086395270903,-0.08723623272449986,0.15721050131941686,0.2444467340439167,-1.3429847322629005,2.4202249046006576,3.763209636863558,-0.007467844019218881,0.012247473772675979,0.01971531779189486,-0.10135387030381496,0.1635709669211359,0.26492483722495086,-1.560323000233709,2.518143027912659,4.078466028146368,-0.007672804376845533,0.011338962122996014,0.019011766499841546,-0.1024647066070302,0.1447150985109856,0.2471798051180158,-1.5774241077514166,2.227860623486014,3.805284731237431
total_liab_to_total_mktcap_mrq,0.0010338764298006978,0.014341003867471865,0.2207769482682959,-0.02962317154901327,-0.006668068335102003,0.00886250656895297,0.015530574904054973,-0.09763978824273133,0.12801467889713367,0.22565446713986498,-1.5031454336810668,1.9707609314965857,3.4739063651776525,-0.0077396785252302185,0.009436293871988332,0.01717597239721855,-0.10993742952034118,0.1312376833475676,0.24117511286790877,-1.6924652147270196,2.020378454328157,3.7128436690551765,-0.008375648256570771,0.009217382752502253,0.017593031009073022,-0.12185995655129876,0.11647621801844589,0.23833617456974465,-1.8760101853487383,1.7931285841343583,3.6691387694830966
two_year_capital_exp_yoy_pct_chg,0.001666532687207641,0.04360332058460247,0.67126458802983,0.09123610943230241,-0.0019680665714625735,0.005212754614099097,0.007180821185561671,-0.05259508178086624,0.14290499768869563,0.19550007946956188,-0.8096909921235592,2.1999944755303926,3.0096854676539517,-0.002286199268809997,0.005573967406182971,0.007860166674992968,-0.05776123687904867,0.14951514830630755,0.2072763851853562,-0.8892229389382759,2.3017564508032864,3.190979389741562,-0.0015025334788202102,0.006090967087656629,0.00759350056647684,-0.039885922562657466,0.16318002405402174,0.2030659466166792,-0.6140359729086,2.5121245389737856,3.126160511882386
value_at_risk_252,0.00501858042823436,0.0578989821262467,0.891343500064671,-0.030022170614981192,-0.004880150518388193,0.015022524232318594,0.019902674750706787,-0.05668966860266763,0.18859945174396997,0.2452891203466376,-0.872726355009648,2.903451654144748,3.776178009154396,-0.004751800866468996,0.014386131416991353,0.01913793228346035,-0.053328986930143506,0.17512738558491867,0.22845637251506218,-0.8209893182849053,2.6960518318624143,3.5170411501473193,-0.005674441013600436,0.012797636324210462,0.018472077337810897,-0.064907625807257,0.15587835584119814,0.22078598164845514,-0.9992401980707991,2.399716785639918,3.3989569837107174
altman_zscore,0.0003764895136357448,0.0054064682912472965,0.08323152139706569,-0.019539853622757775,-0.007861612917723242,0.00805974701658476,0.015921359934308002,-0.10842269224189262,0.12209368228920148,0.23051637453109408,-1.6691461307316082,1.8796083473479106,3.548754478079519,-0.007820779304306611,0.008868329966824701,0.016689109271131312,-0.10605692244005381,0.14363293214703604,0.24968985458708987,-1.6327255675700598,2.2112008840731203,3.8439264516431804,-0.007188703904130009,0.009249333909071364,0.016438037813201373,-0.0972280305858615,0.14829004869987447,0.245518079285736,-1.4968065051269779,2.282896282091773,3.779702787218751
ohlson_score,0.0008027939885789254,0.014715632998966032,0.2265442904395985,0.05400869172825228,-0.006534503215276144,0.008435258424259594,0.014969761639535738,-0.10740361076318103,0.18521809957338908,0.29262171033657014,-1.653457570782398,2.8513963991472595,4.504853969929657,-0.006046198713811772,0.007209683900930319,0.01325588261474209,-0.10587908089465946,0.14915891015844723,0.2550379910531067,-1.6299877317790428,2.296272234226249,3.9262599660052917,-0.007266641621289817,0.006613348030093459,0.013879989651383276,-0.11967226727942876,0.13116623811516526,0.250838505394594,-1.8423311370989666,2.0192785689558446,3.861609706054811
aqr_profitability,0.0016565146691834697,0.026322166755971897,0.4052246064429189,0.06006384262768636,-0.005822535479882701,0.009680790884381698,0.015503326364264398,-0.09042072417501262,0.18739604500218754,0.27781676917720016,-1.3920093549969734,2.8849254428396356,4.276934797836609,-0.005849141649517857,0.00926964051837611,0.015118782167893967,-0.0926679389984859,0.17069820620949017,0.2633661452079761,-1.4266047874656187,2.6278654820868623,4.054470269552481,-0.006927043438236641,0.007668482599405165,0.014595526037641807,-0.10997295053445688,0.13466116731492755,0.24463411784938444,-1.6930120537885196,2.0730823200926394,3.7660943738811588
aqr_growth,0.0003717480988053651,0.006842429216041313,0.10533785884305305,0.004273406514563041,-0.005329199071076755,0.006866463062951522,0.012195662134028278,-0.09947633961098049,0.13442026461457568,0.23389660422555617,-1.5314187826158436,2.0693736701609633,3.600792452776807,-0.005422130335870631,0.007008363722123869,0.012430494057994498,-0.10056746928920299,0.13737018012822227,0.23793764941742526,-1.548216510498013,2.1147870422491897,3.6630035527472025,-0.006170158623146215,0.006250474420960692,0.012420633044106908,-0.11845305359939645,0.11838652522337921,0.23683957882277568,-1.8235615810726251,1.8225373897422228,3.646098970814848
aqr_quality,0.0015738902083518463,0.025183020495654646,0.3876876726753653,0.060865029481908535,-0.005718777750094574,0.009782985974095871,0.015501763724190445,-0.08238094702002327,0.1978448996236334,0.2802258466436567,-1.2682385589328466,3.0457835150875847,4.314022074020431,-0.005871493232441025,0.009596432537680262,0.015467925770121287,-0.0876620266214323,0.17372805505848873,0.26139008167992106,-1.3495397459861191,2.6745094122313446,4.024049158217464,-0.0067285412341402465,0.008127883881427609,0.014856425115567855,-0.10299356449535516,0.14560688107358377,0.24860044556893893,-1.5855657714543898,2.2415894415317212,3.827155212986111
aqr_safety,0.00038927447988877493,0.008351036181574218,0.12856256787071782,0.006441134577829696,-0.004109124172069019,0.005424372907887695,0.009533497079956713,-0.08528261955559444,0.12542735043043243,0.21070996998602687,-1.3129092398138682,1.9309295160444475,3.2438387558583157,-0.004477799159009246,0.004949319341266254,0.0094271185002755,-0.09831361015234948,0.11166846014406351,0.20998207029641297,-1.5135187901250493,1.7191140924482797,3.232632882573329,-0.00501873927688442,0.0038033142178705215,0.008822053494754942,-0.10251814648868166,0.09178911468901926,0.19430726117770092,-1.578246804272236,1.4130754591911792,2.991322263463415
beneish_score,0.004132331735010192,0.11115874699561541,1.711267158269436,0.05866085920786326,-0.00215893831190247,0.009279531553248455,0.011438469865150925,-0.059450994922705114,0.2776035969847415,0.33705459190744663,-0.9152364333657088,4.273653053647596,5.188889487013305,-0.0013415280668097346,0.009897212103856004,0.011238740170665739,-0.03616495870553671,0.27950392527276974,0.31566888397830645,-0.5567524624526079,4.302908235782399,4.8596606982350075,-0.0020810034325856935,0.009135966876209494,0.011216970308795187,-0.05212517804800745,0.25915770011615685,0.31128287816416433,-0.8024569161077405,3.989682080879443,4.792138996987183
gmo_score,0.002632120006918197,0.04802218389144423,0.7392921239481545,0.04714524267584028,-0.0046285181337256355,0.010285513964824822,0.014914032098550457,-0.08513068898874643,0.19983037153890418,0.2849610605276506,-1.3105702984672682,3.0763494667027387,4.386919765170007,-0.004190837868337841,0.009729990066020641,0.013920827934358483,-0.0765032020226538,0.1925963357683489,0.2690995377910027,-1.1777518248652383,2.964982901583164,4.142734726448403,-0.005517867009996196,0.007461605672121046,0.012979472682117242,-0.10467785891398956,0.14422807679860455,0.24890593571259412,-1.6114951544437401,2.220363019525124,3.831858173968864
buffett_zscore,0.00955073156960666,0.1321339902436816,2.034176923603011,-0.04466748248857764,0.0019473903782743045,0.01754630053760041,0.015598910159326105,0.02684251397665004,0.24883137264550959,0.22198885866885953,0.41323525008285134,3.830710290141723,3.4174750400588714,0.0016415997090485858,0.01759621570436951,0.015954615995320925,0.022491286042363286,0.24999038632407872,0.22749910028171544,0.34624894749000923,3.848553078925575,3.5023041314355656,0.0005046713945117592,0.01587245173670867,0.015367780342196909,0.007410029277877191,0.2197317576250927,0.21232172834721552,0.11407595072609446,3.382727411163359,3.2686514604372645
change_in_net_working_capital,0.004556130584943493,0.1393515914754946,2.1452904822145866,0.004108998245210849,0.0011374194049929654,0.00770378376512891,0.006566364360135945,0.03608565665826437,0.24660384302287405,0.21051818636460967,0.5555316229528064,3.796417907487942,3.2408862845351356,0.0012435071257506415,0.007957061364549954,0.006713554238799313,0.03570621792218115,0.2539467739651696,0.21824055604298848,0.5496902378600067,3.909460892467671,3.359770654607664,0.0011988559023467375,0.007948413728755682,0.0067495578264089445,0.03425140576972499,0.24678246919877472,0.21253106342904973,0.5272936894530001,3.799167822512066,3.271874133059066
change_in_net_non_current_operating_assets,0.0017187329198956021,0.031679672672188776,0.4877023616574301,-0.04851456366311177,-0.0031784345095562656,0.0068613655665615714,0.010039800076117837,-0.061456394462711436,0.12588359022617734,0.1873399846888888,-0.9461091668641965,1.9379532384221798,2.884062405286376,-0.004212145460317609,0.00728117287530443,0.01149331833562204,-0.08175259213911208,0.1389706191076952,0.22072321124680727,-1.2585651584987447,2.13942548716162,3.397990645660365,-0.004067314428339272,0.007157941236216338,0.01122525566455561,-0.07448028729160172,0.12889021290943162,0.20337050020103334,-1.1466094484280027,1.9842396062899639,3.1308490547179666
change_in_non_current_operating_assets,0.002545669400063827,0.042284713979531645,0.6509648973718931,-0.05762186594400453,-0.0028054167378936713,0.008315295303893641,0.011120712041787313,-0.049940544143938,0.1352623946961553,0.1852029388400933,-0.7688249046473787,2.0823380979774693,2.851163002624848,-0.003739065082724696,0.00823866944327849,0.011977734526003187,-0.07031460315437293,0.1354758701717606,0.20579047332613354,-1.0824795562833498,2.0856245111511775,3.1681040674345273,-0.0032138158952984934,0.009017306967958558,0.012231122863257051,-0.05708525181182848,0.1453480681122603,0.2024333199240888,-0.8788162811063006,2.2376050666370957,3.116421347743396
change_in_net_financial_assets,0.0026129324493999366,0.05470990974720186,0.8422483548322506,-0.044369871885320954,-0.0014240542388376132,0.0065549292522752885,0.007978983491112902,-0.03090738825266325,0.13981510994697188,0.17072249819963514,-0.4758131941407313,2.1524262583809155,2.6282394525216466,-0.0015935486538242068,0.006502682925561951,0.008096231579386158,-0.037145049791587476,0.13950172559727345,0.17664677538886092,-0.5718407729365094,2.147601767640878,2.719442540577387,-0.0013861592567657145,0.0070802680716426335,0.008466427328408348,-0.03173599823927124,0.14179636191435585,0.1735323601536271,-0.4885694827407842,2.182927244724119,2.6714967274649033
change_in_net_operating_assets,0.0027609125218586625,0.05233658104949874,0.8057114239480088,-0.006337422518619164,-0.002572077203518415,0.00790958588004462,0.010481663083563035,-0.051643940666722364,0.14533625347261475,0.19698019413933712,-0.7950483607921858,2.2374231825716615,3.0324715433638474,-0.003275378934820253,0.008680094598783826,0.011955473533604079,-0.0669842570279451,0.16079219205575135,0.22777644908369643,-1.0312095293546495,2.4753643326153405,3.50657386196999,-0.0031699585522650276,0.00826130252414818,0.011431261076413207,-0.06409149866598063,0.145129051542751,0.20922055020873162,-0.9866760804319629,2.2342333494070266,3.2209094298389895
total_accruals,0.0016241438328382493,0.039716145989840676,0.6114222957922469,0.08872574893801352,-0.002588105439288413,0.00581393711600996,0.008402042555298373,-0.06624564439219155,0.1453383884156228,0.21158403280781435,-1.0198387323601696,2.2374560496015006,3.2572947819616704,-0.0027341165808750954,0.006133230523384786,0.008867347104259881,-0.06758883743714479,0.15321428616699617,0.22080312360414095,-1.040516926448981,2.358703954315153,3.399220880764134,-0.0024022063249469583,0.006159748601503036,0.008561954926449995,-0.06050232911018369,0.15240514108316733,0.21290747019335102,-0.9314215174551232,2.346247324084461,3.277668841539584
operating_leverage,0.0014763431898459551,0.03802441048462724,0.5853783587310971,0.05911464844564221,-0.003053850063514054,0.005407875225206415,0.00846172528872047,-0.08264437906865443,0.13226894563990516,0.2149133247085596,-1.272294043772703,2.036254535519577,3.30854857929228,-0.0031929529064652316,0.0064269498297469495,0.009619902736212181,-0.09253574208075586,0.14777851898100475,0.24031426106176063,-1.4245696417856772,2.2750213821667584,3.6995910239524354,-0.0027811909478518693,0.006482960777947895,0.009264151725799764,-0.08281337809093553,0.1495930440550593,0.23240642214599483,-1.2748957506507117,2.302955640612551,3.5778513912632626
changes_in_long_term_net_operating_assets,0.002380453422532668,0.0572320365244741,0.8810760030344038,-0.08727419213149865,-0.0019260330522627353,0.007140685548852591,0.009066718601115326,-0.05670823266742403,0.15349428821398634,0.21020252088141037,-0.873012145153926,2.3630145310373014,3.2360266761912273,-0.002103620245725264,0.006693704875512745,0.00879732512123801,-0.056167333575656044,0.1525699569007617,0.20873729047641773,-0.8646851094801895,2.3487846313448935,3.213469740825083,-0.0018767094796545212,0.007183334554961752,0.009060044034616273,-0.053640552737919324,0.15777865328256863,0.21141920602048794,-0.8257858129278999,2.4289714928964603,3.25475730582436
alpha_momentum_ff3_252,0.001018948327665314,0.01720698923795863,0.26489823222616665,-0.042343227107775605,-0.006395992993823277,0.009247894863764225,0.015643887857587503,-0.11672333430757734,0.15921504772612155,0.2759383820336989,-1.7969328910494111,2.451084504278909,4.24801739532832,-0.007069706207513003,0.008632514229790148,0.01570222043730315,-0.12350166180806649,0.14373808363696222,0.2672397454450287,-1.9012839165250688,2.212819670684316,4.114103587209385,-0.007176894438319352,0.008295988115859456,0.015472882554178807,-0.1277771017858459,0.14143564892361132,0.2692127507094572,-1.9671034783577934,2.1773741388165244,4.144477617174318
information_discreteness,0.001400516945605207,0.028017509470461506,0.4313240757850109,0.013277650612354431,-0.0034391190175434706,0.006100467566215783,0.009539586583759254,-0.06997128311255758,0.1402756359291696,0.2102469190417272,-1.077194211421038,2.1595159657603613,3.2367101771813993,-0.0041635155227202425,0.006919538606934044,0.011083054129654286,-0.08176366402132004,0.14753254298625423,0.22929620700757428,-1.2587356079587724,2.2712346298605643,3.5299702378193367,-0.004570715450949886,0.0068413101093452635,0.01141202556029515,-0.08897460301889717,0.13735948236003354,0.2263340853789307,-1.3697466027779635,2.114622352201281,3.484368954979244
payout,0.0054497204039526265,0.1356314156475598,2.088019103313709,0.09331658387373035,0.0006917506555105392,0.010105754277800269,0.009414003622289729,0.019068253943982105,0.24847686701858931,0.22940861307460722,0.2935520381600319,3.8252527453855345,3.5317007072255024,0.0007561168620975414,0.010104915383896322,0.00934879852179878,0.01872453829837567,0.26260033714428005,0.24387579884590438,0.28826060305476875,4.042680804266473,3.754420201211704,0.0004299092508215923,0.01044232808243022,0.010012418831608628,0.010201830006652044,0.25430529201256763,0.2441034620059156,0.1570551766413841,3.9149802076519564,3.7579250310105725
